"global_id";"ObjectName";"NameWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2751690389";"Парк «Дружба»";"Площадка детская игровая в парке №1";"Северный административный округ";"район Левобережный";"Флотская улица, дом 1, строение 2";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.483238616, 55.853123382], type=Point}";"";
"2751690395";"Парк «Дружба»";"Площадка детская игровая в парке №3";"Северный административный округ";"район Левобережный";"Флотская улица, дом 1, строение 2";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.484909232, 55.853288126], type=Point}";"";
"2751690400";"Парк «Дружба»";"Площадка детская игровая в парке №5";"Северный административный округ";"район Левобережный";"Флотская улица, дом 1, строение 2";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.489458704, 55.854283854], type=Point}";"";
"2751690404";"Особо охраняемая природная территория «Ландшафтный заказник Химкинский»";"Детская игровая площадка №1";"Северный административный округ";"район Ховрино";"улица Дыбенко, дом 5";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.474889127, 55.878196404], type=Point}";"";
"2751690406";"Особо охраняемая природная территория «Ландшафтный заказник Химкинский»";"Детская игровая площадка №2";"Северный административный округ";"район Ховрино";"улица Дыбенко, дом 5";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.480285825, 55.873676091], type=Point}";"";
"2751690458";"Парк культуры и отдыха «Фили»";"Детская игровая площадка №10";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"приспособлен для лиц с нарушением ОДА";"общая физическая подготовка";"{coordinates=[37.451031655, 55.738673106], type=Point}";"";
"2751690460";"Парк культуры и отдыха «Фили»";"Детская игровая площадка №12";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.441082022, 55.739626391], type=Point}";"";
"2751690463";"Парк культуры и отдыха «Фили»";"Детская игровая площадка №2";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.485485807, 55.75071557], type=Point}";"";
"2751690555";"Детский ландшафтный парк «Южное Бутово»";"Площадка детская игровая в парке №1";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Лазарева, владение 17, строение 2";"avtodor@uzao.mos.ru";"avtodor.net";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.533974494, 55.542032617], type=Point}";"";
"2751690558";"Детский ландшафтный парк «Южное Бутово»";"Площадка детская игровая в парке №2";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Лазарева, владение 17, строение 2";"avtodor@uzao.mos.ru";"avtodor.net";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.533631047, 55.542182559], type=Point}";"";
"2751690561";"Детский ландшафтный парк «Южное Бутово»";"Площадка детская игровая в парке №3";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Лазарева, владение 17, строение 2";"avtodor@uzao.mos.ru";"avtodor.net";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.537788471, 55.543181756], type=Point}";"";
"2751690564";"Детский ландшафтный парк «Южное Бутово»";"Площадка детская игровая в парке №4";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Лазарева, владение 17, строение 2";"avtodor@uzao.mos.ru";"avtodor.net";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.534054521, 55.544252672], type=Point}";"";
"2751690723";"Парк «Пляж Левобережный»";"Площадка детская игровая в парке №1, На пляже";"Северный административный округ";"район Левобережный";"Левобережная улица, дом 11А";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.464051278, 55.876504455], type=Point}";"";
"2751690814";"Парк «Никулино»";"Площадка детская игровая в парке №1";"Западный административный округ";"район Тропарёво-Никулино";"проспект Вернадского, дом 86Д";"tender@zao.mos.ru";"zao.mos.ru";"(495) 957-99-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.478421907, 55.653810615], type=Point}";"";
"2751690833";"Ландшафтный заказник «Тропаревский»";"Детская игровая площадка №1";"Западный административный округ";"район Тропарёво-Никулино";"улица Академика Анохина, дом 64, строение 1";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.466111857, 55.654837538], type=Point}";"";
"2751690843";"Ландшафтный заказник «Тропаревский»";"Детская игровая площадка №2";"Западный административный округ";"район Тропарёво-Никулино";"улица Академика Анохина, дом 64, строение 1";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.463158745, 55.65524611], type=Point}";"";
"2751690853";"Ландшафтный заказник «Тропаревский»";"Детская игровая площадка №3";"Западный административный округ";"район Тропарёво-Никулино";"улица Академика Анохина, дом 64, строение 1";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.464094836, 55.653218252], type=Point}";"";
"2751692474";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №1";"Западный административный округ";"район Крылатское";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.41306866, 55.773376027], type=Point}";"";
"2751692498";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №8";"Западный административный округ";"район Крылатское";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.418143423, 55.761614991], type=Point}";"";
"2751693079";"Парк «Гольяново»";"Площадка детская игровая в парке №1";"Восточный административный округ";"район Гольяново";"Алтайская улица, дом 4";"info@post.gbugol.ru";"golyanovo.mos.ru";"(495) 469-82-81";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.80177714, 55.822181812], type=Point}";"";
"2751693087";"Парк «Гольяново»";"Площадка детская игровая в парке №6";"Восточный административный округ";"район Гольяново";"Алтайская улица, дом 4";"info@post.gbugol.ru";"golyanovo.mos.ru";"(495) 469-82-81";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.811003939, 55.820966266], type=Point}";"";
"2751693553";"Парк «Покровский»";"Детская игровая площадка №2";"Южный административный округ";"район Чертаново Южное";"Дорожная улица, дом 5, корпус 1";"sosch@uao.mos.ru";"chertanovo-juzhnoe.mos.ru";"(495) 389-40-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение лампами накаливания";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.625710071, 55.60201109], type=Point}";"";
"2751693581";"Парк «Дружба»";"Площадка детская игровая в парке №2";"Северный административный округ";"район Левобережный";"Флотская улица, дом 1, строение 2";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.476840068, 55.852121852], type=Point}";"";
"2751693757";"Парк культуры и отдыха «Фили»";"Детская игровая площадка №5";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.48530356, 55.748951396], type=Point}";"";
"2751693766";"Парк культуры и отдыха «Фили»";"Детская игровая площадка №6";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.484002937, 55.745984897], type=Point}";"";
"2751693783";"Парк культуры и отдыха «Фили»";"Детская игровая площадка №7";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.479200719, 55.750132577], type=Point}";"";
"2751693796";"Парк культуры и отдыха «Фили»";"Детская игровая площадка №8";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.485139988, 55.750874855], type=Point}";"";
"2751694129";"Ландшафтный заказник «Теплый стан» на ул.Академика Виноградова";"Площадка детская игровая в парке №2";"Юго-Западный административный округ";"район Тёплый Стан";"Ленинский проспект, дом 139";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 643-22-97";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.491192176, 55.637030257], type=Point}";"";
"2751694378";"Парк «Долина реки Котловки»";"Площадка детская игровая в парке";"Юго-Западный административный округ";"район Котловка";"Болотниковская улица, дом 44, корпус 3";"";"kotlovka.mos.ru";"(499) 123-62-15";"";"nested data";"";"нет";"";"да";"";"нет";"нет";"нет";"нет";"нет";"нет";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (искусственное)";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.605207274, 55.673582224], type=Point}";"";
"2751695477";"Парк «Дружба»";"Площадка детская игровая в парке №4";"Северный административный округ";"район Левобережный";"Флотская улица, дом 1, строение 2";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение лампами накаливания";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.493778707, 55.854268937], type=Point}";"";
"2751695685";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №2";"Западный административный округ";"район Крылатское";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.424229331, 55.772969824], type=Point}";"";
"2751695696";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №7";"Западный административный округ";"район Филёвский Парк";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.478557475, 55.765955379], type=Point}";"";
"2751696378";"Парк «Пляж Левобережный»";"Площадка детская игровая в парке №2";"Северный административный округ";"район Левобережный";"Левобережная улица, дом 11А";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение лампами накаливания";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.460816534, 55.87742725], type=Point}";"";
"2751696514";"Парк «Покровский»";"Детская игровая площадка №1";"Южный административный округ";"район Чертаново Южное";"Дорожная улица, дом 5, корпус 1";"sosch@uao.mos.ru";"chertanovo-juzhnoe.mos.ru";"(495) 389-40-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение лампами накаливания";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.625192404, 55.602191203], type=Point}";"";
"2751698048";"Парк «Пойма реки Городня»";"Детская игровая площадка №1";"Южный административный округ";"район Братеево";"Братеевская улица, дом 16, корпус 6";"gbu.uao@yandex.ru";"dorogi-uao.mos.ru";"(495) 276-12-17";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.736412465, 55.631808949], type=Point}";"";
"2751698056";"Парк «Пойма реки Городня»";"Детская игровая площадка №2";"Южный административный округ";"район Братеево";"Братеевская улица, дом 16, корпус 6";"gbu.uao@yandex.ru";"dorogi-uao.mos.ru";"(495) 276-12-17";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.747218086, 55.631583366], type=Point}";"";
"2751698130";"Парк культуры и отдыха «Лианозовский»";"Площадка детская игровая в парке №5";"Северо-Восточный административный округ";"район Лианозово";"Череповецкая улица, дом 3Б";"parklianozovskiy@culture.mos.ru";"liapark.ru";"(499) 200-70-44";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.573055176, 55.901480768], type=Point}";"";
"2751698135";"Парк культуры и отдыха «Лианозовский»";"Площадка детская игровая в парке №6";"Северо-Восточный административный округ";"район Лианозово";"Череповецкая улица, дом 3Б";"parklianozovskiy@culture.mos.ru";"liapark.ru";"(499) 200-70-44";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.572723135, 55.90151151], type=Point}";"";
"2751698138";"Парк культуры и отдыха «Лианозовский»";"Площадка детская игровая в парке №7";"Северо-Восточный административный округ";"район Лианозово";"Череповецкая улица, дом 3Б";"parklianozovskiy@culture.mos.ru";"liapark.ru";"(499) 200-70-44";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.572034325, 55.900362049], type=Point}";"";
"2751698232";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №3";"Западный административный округ";"район Крылатское";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.420230158, 55.762238753], type=Point}";"";
"2751698243";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №4";"Западный административный округ";"район Крылатское";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.410172822, 55.774207317], type=Point}";"";
"2751698253";"Парк «Измайловский»";"Детская игровая площадка №4 в сквере";"Восточный административный округ";"район Измайлово";"аллея Большого Круга, дом 7";"izmpark@mail.ru";"izmailovsky-park.ru";"(499) 166-61-19";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.757516033, 55.759995398], type=Point}";"";
"2751698264";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №5";"Западный административный округ";"район Крылатское";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.421203799, 55.761357214], type=Point}";"";
"2751698285";"Природно-исторический парк «Москворецкий»";"Детская игровая площадка №6";"Западный административный округ";"район Крылатское";"Крылатская улица, дом 28, сооружение 1";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.422858722, 55.756351652], type=Point}";"";
"2751699014";"Парк Олимпийской деревни";"Площадка детская игровая в парке, «Капля»";"Западный административный округ";"район Тропарёво-Никулино";"улица Лобачевского, дом 27";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.475386035, 55.677397261], type=Point}";"";
"2751699023";"Парк Олимпийской деревни";"Площадка детская игровая в парке, «Питон»";"Западный административный округ";"район Проспект Вернадского";"улица Лобачевского, дом 27";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.478631367, 55.680055938], type=Point}";"";
"2751699054";"Природно-исторический парк «Москворецкий», ул. Исаковского";"Детская игровая площадка №8";"Северо-Западный административный округ";"район Строгино";"улица Исаковского, дом 24, корпус 1";"mospriroda@eco.mos.ru";"mospriroda.ru/";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.400586183, 55.785696018], type=Point}";"";
"2751699242";"Парк «Чапаевский»";"Площадка детская игровая в парке";"Северный административный округ";"Хорошёвский район";"Ленинградский проспект, дом 59";"gbu-khorosh@pnao.mos.ru";"gbu-zhilishnik-horoshevsky.ru";"(495) 940-08-83";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.522214549, 55.800064548], type=Point}";"";
"2751699329";"Парк «Речной Вокзал»";"Площадка детская игровая в парке №2";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, дом 51, строение 2";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.467483126, 55.854247214], type=Point}";"";
"2751699742";"Парк «Памятник природы «Серебряный бор»";"Детская игровая площадка №4";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Таманская улица, дом 8, строение 1";"dir-serbor@culture.mos.ru";"www.mospriroda.ru";"(499) 199-01-10";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.409833221, 55.788430414], type=Point}";"";
"2751699743";"Парк «Памятник природы «Серебряный бор»";"Детская игровая площадка №5";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Таманская улица, дом 8, строение 1";"dir-serbor@culture.mos.ru";"www.mospriroda.ru";"(499) 199-01-10";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.410245065, 55.788930674], type=Point}";"";
"2751699751";"Парк «Памятник природы «Серебряный бор»";"Детская игровая площадка №6";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Таманская улица, дом 8, строение 1";"dir-serbor@culture.mos.ru";"www.mospriroda.ru";"(499) 199-01-10";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.414639508, 55.790714914], type=Point}";"";
"2751699768";"Парк «Памятник природы «Серебряный бор»";"Детская игровая площадка №7";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Таманская улица, дом 8, строение 1";"dir-serbor@culture.mos.ru";"www.mospriroda.ru";"(499) 199-01-10";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.412575567, 55.790448011], type=Point}";"";
